S5A,STA1W,WCA1ME,1-8C,S6,S39
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0.02,0,0.01,0
0,0,0,0,0,0.03
0,0,0,0,0,0.02
0.01,0,0,0.01,0,0
0.01,0,0.02,0.02,0,0
0,0,0,0.02,0,0
0.01,0,0,0.03,0.01,0.02
0,0,0,0,0,0
0,0,0.04,0.28,0,0.03
0.01,0,0.02,0.01,0.01,0.01
0,0,0,0,0,0.05
0.09,0.1,0.02,0.03,0.05,0.02
0.1,0.02,0.6,0.47,0.24,0.01
0,0.01,0.01,0.01,0.02,0
0,0,0,0.01,0,0
0.02,0.01,0.05,0.08,0.07,0.05
0.19,0.14,0.09,0.23,0.18,0
0.21,0.73,0.28,2.35,0.26,0
0.01,0.01,0,0.01,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0,0.02,0.01,0.04,0
0.22,0.24,0.23,0.05,0.3,0.16
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.13,0.11,0.14,0.41,0.06,0.56
2.48,2.84,2.78,1.09,3.33,0.54
0.14,0.16,0.34,0.82,0.16,0.32
0.01,0,0,0.01,0.01,0.01
0,0.01,0,0.08,0.01,0.01
0.51,0,0,0,0.5,0.07
0,0,0,0,0,0.18
0.55,0.06,0,0.36,0,0.89
0,0,0.01,0.03,0,0
0.01,0,0.01,0,0,0
0,0,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.25,0.31,0.43,0.37,0.49,0.5
0.08,0,0.01,0.02,0.01,0.03
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0.01,0
0,0,0,0,0,0
1.72,0.99,0.42,0.38,1.1,0.54
0.1,0.09,0.01,0.06,0.01,0.01
0,0,0,0.01,0.01,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0.02,0,0.02,0.03,0.02,0.1
0.13,0.17,0.12,0.12,0.16,0.12
0,0,0.01,0,0,0.01
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.15,0.16,0,0,0.01,0
0.17,0.26,0.39,0.58,0.35,0.5
0,0,0,0.01,0,0
0,0,0,0,0,0
0.01,0,0,0,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.04,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.03,0
0.31,0.36,0.14,0.23,0.23,0.2
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.08,0,0.06
0,0,0,0.01,0,0
0.91,0.85,0.47,0.4,0.52,0.47
0.77,0.32,0.24,0.26,0.5,0.4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.06,0.13,0.34,0.25,0.15,0.32
0,0,0,0.01,0.01,0
0,0.01,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0.02,0.02,0,0.01,0
0.14,0.1,0.09,0.04,0.04,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.03,0,0.01,0.03,0
0,0.01,0,0,0,0
0.03,0.28,0.41,0.35,2.25,1.35
0,0.01,0,0,0.01,0
0.06,0.15,0.01,0,0.01,0.05
0,0,0,0,0,0
0.02,0.14,0.36,0.5,0.32,0.65
0.14,0.43,0.32,0.48,0.14,0
0.29,0.12,0.11,0.07,0.1,0.09
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.08,0.05,0.05,0.01,0.05,0
0.13,0.11,0.01,0.01,0,0
0.28,0.28,0.19,0.06,0.16,0.03
0,0.01,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.07,0.12,0.34,0
0.29,0.1,0.1,0.24,0.13,0.22
0.05,0.03,0.19,0.67,0.13,0.34
1.27,1.85,0.56,0.77,0.71,0.97
0.01,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.02,0,0.01,0
0.23,0,0.03,0.98,0.03,0
0,0,0.01,0,0,0
0.38,0.29,0,0,0.12,0.4
0.03,0.05,0,0.11,0.09,0.15
0.05,0.08,2.03,0.98,0.68,0.27
0,0,0,0,0,0
0,0.01,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.99
0.42,0.57,0.04,0.06,0.02,0
0,0,0.01,0,0.43,0.01
0.26,0.66,0.42,0.78,0.63,0.29
0.09,0.11,0.69,0.79,0.23,0.58
0.99,0.28,1.06,0.47,2.75,0.6
0.34,0.48,0.61,2.53,0.28,0.5
1.29,0.13,0.41,0.02,0.12,0
0.01,0.02,0.09,0.06,0.05,0
0.01,0.01,0.01,0.01,0.01,0
0.19,0.07,1.23,0.76,0.64,0.19
1.87,1.3,2.05,0.8,0.68,0.25
0.01,0.02,0.29,0.44,0.09,0.79
0.01,0,0,0.01,0.01,0.02
0.69,0.82,1.44,0.62,0.02,0.56
0.03,0.45,0,0.17,0.01,0
0.09,0.42,0.09,0,0.91,0
0.01,0,0,0,0,0
0.33,0.84,0.07,0,0.86,0.12
0.2,0.37,0.01,0.01,0.72,0
0.08,0,0,0.03,0.01,0
0.01,0,0,0.44,0,0
0.13,0.06,0.01,0.03,0,0
0.14,0.11,0.09,0.08,0.11,0
0.01,0.01,0.08,0.03,0,0
0,0,0,0,0,0.76
0.03,0.03,0,0,0,0
0.67,0.09,1.56,1.05,1.94,1.53
0.06,1.24,0.54,0.18,0.14,0.02
1.45,0.09,1.15,0.1,0.01,1.37
0.03,0.03,0.19,0.65,0.38,0.24
1.25,1.03,0.14,0.05,1.29,0.24
0,0,0.02,0.01,2.11,0.4
0.59,0.29,0.47,1.22,0.09,1.12
0,0,0,0.01,0,0.07
0.03,0.01,0,0.07,0.42,0.33
0.13,1.22,0,0.05,0.18,0.09
0.02,0.58,0.04,0.42,0,1.15
0.41,0.32,0.13,1.21,0.77,1.01
0.43,0.07,0.15,0.32,0.06,0.85
0.35,0.72,1.19,0.71,0.79,0.2
0.01,0,0,0.01,0.01,0.01
1.02,0,0.21,0,0,0
0,1.29,0,0,1.01,0
0.03,0.34,0,0.42,2.04,0.83
0.08,0.26,0,0.49,0.54,0.03
0.34,0.1,0.48,0.39,0.11,0.31
0.27,0.02,0,0.67,0.01,0.01
0,0.01,0,0,0,0
0,0.05,0,0,0.02,0
0,0,0,0.02,0,0.8
0,0.01,0,0,0,0
0.02,0.16,0.02,0.01,0.08,0
0.07,0.04,0.26,0.02,0,0.32
3.12,1.37,0.07,0.1,0.05,0.72
0.18,0.01,0,0.04,0.66,0.01
0.13,0.01,0.12,0.01,0.01,0.85
1.27,1.23,2.17,0.35,0.45,2.06
0.2,0.73,0.28,0.39,0.34,0.83
0.02,0.75,0.01,0.08,0.16,0.01
0,0.04,0.01,0.01,0,0
0.21,0.97,1.06,0.28,0.44,0.7
0.14,0.05,0,0.03,0.01,0.02
0,0.01,0,0,0,0
0,0,0,0,0,0
0,0.3,0,0,0,0
0.11,0,0,0.28,0.01,0.24
0.29,0.01,0.01,0.07,0.09,0.44
0.35,0.05,0,0.61,0,0.01
1.92,2.19,0.53,1,0.42,0.8
0.07,0,0.14,1.46,0,0.88
0,0.07,0.01,0.01,0.1,0.14
0,0,0,0,0.15,0.01
0,0,0,0,0,0
0.11,0.11,0,0.11,0,0.32
0,0.18,0.03,0.5,0,0.21
0,0.05,0,0.02,0.04,0.01
0,0.02,0.3,0,0,0
0,0,0,0,0,0
0.33,0.34,0.18,0.72,0.05,0.48
0.01,0,0,0.01,0,0.01
0,0,0,0,0,0
0.11,0.18,0,0.49,0.07,0
0.14,0.02,0.01,0,0,0
0.02,0.01,0,0,0,0
0,0,0.13,0,0,0
0,0,0,0,0,0
0.45,0.6,0,0.06,0.05,0.26
1.53,0.82,0,0.08,0,0.12
0,0.06,0.24,0.78,0.02,0
0.21,0.76,0.2,0.01,0.09,0.06
0.03,0.14,1.8,1.11,0.01,1.25
0.23,0.01,0.22,0.21,0,0.15
0.05,0.01,0.07,0,0,0.03
0,0,0,0,0,0.17
0.13,0.01,0,0.03,0,0
0.96,1.4,0.7,1.61,0.7,1.19
0.17,0.44,4.12,4.22,2.83,2.63
0.59,0.87,1.08,0.13,0.15,0.69
1.62,1.91,0.23,0.19,0.01,1.15
0,0,0,0.01,0,0.02
0.58,1.19,0,0.05,0.01,0
0.01,0,0,0.02,0.01,1.43
0.63,0.1,0.24,0,1.12,1.13
0.12,0.2,0.28,0.15,0.21,0.37
0.07,0.06,0.04,0.02,0.3,0.14
0.6,0.5,0.2,1.22,0.25,0.01
0.49,0.76,0.14,0.01,0.51,0.03
0.07,0.15,0.03,0.02,0.01,0.09
0.01,0.01,0.01,0.11,0,0.11
0.26,0.35,0.75,0.11,0.08,0.9
0.05,0.05,0.19,0.31,0.16,0.2
0.07,0.08,0.69,0.15,0.33,0.18
0,0.01,0,0.06,0.05,0.01
2.91,4.4,1.42,0.57,2.13,1.52
0.35,0.23,0.16,0.67,0.02,0.3
0.23,0.4,0.18,0.15,0.56,0.02
0.01,0,0.01,0,0,0.01
1.37,1.06,0.94,1.8,0.71,0.66
0,0,0.24,0.03,0.3,0.57
0,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0.04,0,0,0,0
0.04,0.28,0,0,0,0
0.01,0.01,0,0,0,0
0,0.02,0.02,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0.02,0,0,0.51,0.06
0.15,0.04,0,0.06,0.02,0.17
0.76,0.6,0.06,0.08,0.4,0.86
0.01,0,0,0.02,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0.11
1.47,1.51,0.98,1.51,0.35,0.01
0,0,0,0.02,0.01,0
0.02,0.04,1.04,1.26,0.15,0.73
0,0,0,0.01,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0.03,0.01,0
0,0,0,0.04,0,0
0,0,0,0.01,0,0
0,0,0,0.01,0,0
0,0.08,0,0.02,0.02,0.09
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0.01
0,0,0,0.01,0,0
0.14,0.09,0,0,0,0
0.64,0.75,0.7,0.56,0.56,0.9
0.38,0.53,0.22,0.24,0.36,0.27
0.01,0,0,0.01,0.01,0
0,0,0,0.01,0,0
0,0.01,0,0.02,0,0
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.02,0.01,0.04,0.03,0,0.03
0.09,0.2,0.18,0.14,0.19,0.13
0.06,0.08,0.14,0.12,0.09,0.06
0,0,0,0,0,0
0.06,0.07,0.24,0.23,0.07,0.07
0.18,0.2,0.3,0.12,0.2,0.26
0.02,0.02,0.03,0.06,0.01,0.01
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0.15,0.19,0.11,0.16,0.16,0.04
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0.01
0.01,0,0.08,0.16,0.07,0.05
0.01,0,0,0.01,0.01,0.27
0.07,0.08,0.14,0.01,0.09,0.02
0.04,0.03,0.04,0.03,0.08,0.23
0,0.01,0.01,0.01,0.16,0.39
0.01,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0.02,0.01,0
0.01,0,0,0.02,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0.01
0,0,0,0.02,0,0
0,0,0,0.04,0,0
0,0,0,0.01,0,0
0,0,0,0.02,0,0
0,0,0,0.01,0,0
0,0,0,0.02,0,0
0,0,0,0,0.01,0
0,0,0,0.05,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0.17,0.84,0.06,0.02
0.85,0.76,0.18,0.24,0.38,0.03
0.01,0,0.21,0.14,0.01,0.23
0.01,0,0.01,0.01,0,0
0,0,0,0,0.01,0.01
0.01,0,0,0.01,0,0.01
0,0,0,0,0,0
0.06,0.04,0.23,0.24,0.04,0.09
0.02,0.02,0.03,0.26,0.07,0.34
0.01,0,0.77,0.12,0.03,0.28
0,0,0,0.02,0.01,0
0,0.01,0,0,0.01,0
0,0,0,0,0,0
0,0.01,0,0.05,0,0.04
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.11,0.33,0.61,0.1,0.13
0,0.03,0,0.02,0.02,0.02
0,0.08,0.12,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0.01
0.01,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0.01,0,0
0,0,0,0,0.02,0
0.01,0.01,0.05,0.02,0.04,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.17,0.06,0.03,0.02,0.04,0.02
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.76,0.55,1.04,0.58,0.88,0.41
0,0,0.01,0.19,0,0.22
0,0,0,0.01,0,0
0,0,0,0,0,0
0.46,0.56,1.08,0.92,1.07,0.67
0,0,0,0.01,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0,0
0.16,0.2,0.13,0.17,0.13,0.08
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.42,0.33,0.02,0.12,0,0.04
0.09,0.22,0.15,0.15,0,1.98
0.01,0.03,0.01,0,0.01,0.01
0,0.01,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.03,0,0
0.05,0,0,0,0.03,0
0.01,0,0.12,0.11,0.01,0.03
0.08,0.11,0.2,0.12,0.21,0.16
0,0,0,0,0,0.02
0,0,0,0,0,0
0.01,0,0,0.05,0.01,0
0.1,0.04,0.02,0.01,0.02,0.07
0,0.01,0,0,0,0
0.01,0,0,0,0.04,0.01
0,0.02,0.01,0,0.1,0.04
0,0.01,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0.01,0,0,0,0
0,0,0,0.31,0.01,0
0,0.01,0,0.01,0,0.01
0.06,0.15,0,0,0,0
0.67,0.81,1.77,0.86,0.64,0.18
0,0,0.01,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.03,0,0
0,0,0,0.02,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.03,0.15,0.26
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0.48
0,0,0.08,0,0,0.85
0,0,0,0,0,0
0.11,0.07,0.55,1.34,0.31,0.03
0.4,0.62,0.5,0.06,0.11,0.41
0.02,0.04,0,0,0.02,0.02
1.76,0.94,0.38,0.42,1.69,0.73
0.01,0.01,0,0.01,0,0.01
0,0,0,0.01,0.04,0
0,0,0,0,0.01,0
0.1,0.01,0.91,0.91,0.13,0.09
0.31,0.52,0.18,0.26,0.24,0.4
0.46,0.57,0.79,0.72,0.89,1.3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0,0
0.15,0.13,0.52,0.91,0.28,0.47
0.1,0.14,0.17,0.18,0.12,0.11
0.12,0.06,0.03,0.01,0.32,0.2
0.01,0,0,0.01,0.01,0
0,0,0.3,0.06,1.06,0
0,0,0,0.02,0,0
0,0,0,0,0,0
0.01,0.04,0,0.1,0,0.16
0,0,0,0,0.01,0
0,0,0,0,0,0
0.02,0,0,0,0,0
0.12,0.67,0.1,0.02,0,0
0.02,0,0,0,0.05,0.08
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.03,0.08,0,0,0,0
0.51,0.12,1.88,0.01,0.01,0.22
0,0,0.17,0.13,0,0.01
0.09,0,0.21,0.01,0,0
0.01,0,0,0,0,0.02
0.05,0,0.01,0.04,0,0
0.01,0.02,0,0,0,0
0,0,0,0.01,0.06,0
0,0.01,0.04,0.09,0.03,0
0.02,0,0,0,0,0
0,0.02,0,0.02,0,0
0,0,0,0,0.03,0
0.01,0.25,0.02,0.47,0.55,0.22
0.21,0.24,0.19,0.23,0.1,0.05
0.01,0,0,0,0.04,0.27
0,0,0,0,0,0
0.39,0.54,0.86,0.16,0.02,0
0,0.01,0,0.01,0.01,0.06
0,0,0,0,0.01,0
0.47,0.54,0.01,0,1.03,0.49
1,1.13,0.86,1.23,1.79,0.14
0.14,0.08,0.01,0,0.06,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.69,0,0,0.29,0.03
0,0,0,0,0.01,0
0,0.36,0.2,0.02,0.05,0
0,0,0,0,0.01,0
0,0,0,0.16,0,0
0,0,0,0,0,0
0.03,0.49,0,0,1.16,0
0,0,0,0.12,0,0.13
0,0,0,0.82,0,1.47
0.04,0.12,0.04,0.41,0,0.31
0.22,0.21,0.1,0.53,0.16,0
0.06,0.02,0,0.01,0,0
0.04,0.03,0.06,0,0.08,0
0.01,0.38,0.15,0,0.08,0
0,0.12,0.01,0.01,0.03,0.11
0,0.07,0.01,0.01,0,0.02
0.01,0,0,0,0,0
0.03,0.52,0,0,1.31,0.39
0.67,0.11,0.1,0,0.04,0
0,0,0,0.09,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.08,0.03,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0.27,0.25,0,0.2,0,0.16
0.01,0.03,0.52,0.66,0.06,0.27
0.02,0,0.03,0.03,0.26,0.15
1.46,0.1,3.21,1.03,1.15,1.74
0.4,0.18,0,0,0.09,0.07
0,0,0.71,0,0.31,1
0.47,0.18,0,0,0,0.24
0.14,0.24,0,0,0.37,0.32
0.01,0.04,0.27,0.32,0,0
0.18,0.09,0.65,0.12,0.54,0.03
0.2,0.33,0,0.02,0.09,0.76
0.44,0,0.05,0.04,0.01,0.12
0.27,0.36,0.59,0.04,0.01,0.15
0.01,0.12,0.58,0.1,0.05,0
0.01,0,0.01,0.01,0.01,0
0.33,0.15,0,0,0.04,0.03
0.01,0,0,0.01,0,0
0.14,0.06,0.73,0.7,0.69,0.03
0.2,0.73,1.34,0.25,0.15,0.88
0.61,0.12,0.08,0.82,0.02,0.17
0.01,0.01,0.39,0.83,0.03,0.31
0.01,0.04,0,0,0.01,0.66
0.02,0.04,0.65,0.27,0.08,1.48
0,0,0,0.01,0.01,0
0,0,0,0,0,0.01
0.02,0.14,0,1.38,0,0.06
0,0,0,0.01,0,0
0,0.02,2.17,0.1,0.03,0.92
0.22,0.05,0.43,0,0.12,0.01
0,0,0.41,0.16,0.01,0.15
2.02,0.74,0.23,0.12,1.33,0.94
0,0.03,0,0.01,0,0.02
0.54,0.47,0.22,0.59,0.05,0.01
0.01,0.03,0,0.05,0.01,0.72
0.23,0,0,0.02,0,0
0.24,0.41,0.09,0.02,0.6,0.03
0.01,0,0,0,0.15,0
0.64,0.78,0,0,0.07,0
0.01,0,0,0.03,0.17,0.2
0,0.49,0.01,0.4,1.49,0
0,0.07,0,0.01,1.22,0
0.29,0.6,2.54,0,0.85,0
0.01,0,0.15,0.06,0.04,0.29
0.29,0.2,0.5,1.54,0.33,0.97
0.2,0.06,0.02,0.06,0.04,0
0,0.04,0.26,0.31,0.03,0.09
0.25,0.07,0.25,0.12,0.17,0.3
1.49,1.3,3.27,1.97,0.52,1.56
1.99,2.43,0.01,0,0.27,0
0.01,0.01,0.43,0,0.01,0.01
0,0.11,0.01,0.3,0,0
0,0,0.7,0.02,0.03,0
0,0,0,0,0.01,0
0.04,0.07,0.04,0.06,1.12,0.25
0.37,0.08,0.29,1.05,0.06,0.54
0.02,0.06,0.1,0.58,0.02,0.41
0.06,0.12,0,0,0.01,0.01
0,0.09,0,0.04,0,0.29
0,0,0,0.01,0.7,0.01
0.1,0.18,0.14,0,0.35,0.01
0.15,0.02,0.1,0.01,0.01,0
0.04,0.04,0,0.23,0,0.57
0.01,0,0,0.01,0,0.01
0.08,0.11,0.33,0,0.2,0
1.04,0.8,0.69,2.52,0.68,1.58
1.45,0.52,1.59,1.44,0.51,0.73
0.34,0.26,0.61,0.31,0.05,0.13
0,0,0.06,0.06,0.01,0
0.1,0,0.11,0.13,0,0.27
0.11,0.12,0,0.01,0.01,0
0.3,0.73,1.56,0.46,4.09,0.36
0,0.04,0,0.01,0,0.29
0,0,0,0,0.01,0
0.04,0.13,0.02,0.05,0.07,0.44
0.1,0.06,0,0.01,0.11,0.57
0.03,0.03,0,0.06,1.07,0
0,0,0,0.03,0,0
0,0.15,0.12,0.07,0.37,0.74
0,0,0,0.01,0.02,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.05,0.02,0,0.04,0
0.07,0.03,0.09,0.06,0.06,0.12
0,0,0.02,0.02,0,0.01
0.03,0,0.01,0.06,0.01,0.31
0.03,0,0,0,0.02,0.14
0.02,0.62,0.43,0.29,0.33,0.75
0.21,0.04,0.33,0.26,0.19,0.22
0.01,0.01,0,0.01,0.02,0.01
0,0,0,0,0,0
0.13,0.25,0,0.25,0,0.14
0.01,0,0,0.02,0,0
0,0,0,0,0,0
0.02,0,2.53,0.9,0.12,0.87
0.01,0,0,0,0,0
0,0,0.03,0.27,0.08,0.08
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0.06,0,0.01,0
0,0.02,0.03,0.01,0.02,0.01
0.02,0.01,0.01,0.03,0.01,0.01
0,0,0,0,0.01,0
0,0,0,0,0.01,0.12
0,0,0.04,0.01,0.01,0.09
0,0,0.01,0.03,0,0
0.02,0.04,0.16,0.05,0.58,0.15
0,0,0,0.02,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0.04,0.02,0,0,0,0.06
0,0,0,0,0,0
0,0,0,0.04,0,0
0,0,0,0.05,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0.21,0.01,0.01
0,0.01,0,0.01,0.34,0.33
0.15,0,0.01,0.17,0,0.01
0,0,0.09,0.01,0,0.01
0,0.01,0.01,0.02,0.08,0.16
0,0,0,0.01,0.01,0
0,0,0,0,0,1.48
0.18,0.6,0.59,0.99,1.13,1.61
0.27,0.68,0.63,0.23,0.06,0.18
0,0,0,0,0.01,0
0.09,0.06,0.01,0,0.02,0.01
0.53,0.7,0.5,0.27,0.81,0.73
0.55,0.54,0.19,0.2,0.03,0.29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0,0,0,0,0
0.23,0.18,0,0,0.01,0
0.03,0,0.01,0.02,0.04,0
0,0.01,0,0.01,0.01,0.02
0,0,0,0,0,0
0.06,0,0.01,0.18,0,0.04
0.87,0.7,0.66,1.26,0.57,0.14
0.07,0.07,0.77,0.78,0.18,1.24
0.47,0.35,2.45,2.33,1.28,1.14
1.41,1.3,3.5,2.06,1.62,3.58
0.01,0.01,0.1,0.03,0,0.01
0.09,0.39,0,0,0,0.01
0,0,0,0.01,0,0
0,0.01,0,0,0,0
0,0.01,0,0.01,0,0
0,0,0,0,0,0
0.01,0,0.12,0,0,0.01
0.08,0.06,0.05,0.01,0.06,0.06
0,0,0,0.11,0.01,0.08
0.01,0,0,0.02,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0.01,0
0.16,0.4,0.17,0.01,0.14,0.61
0,0,0,0.01,0,0
0,0,0,0,0.01,0
0.07,0.05,0.01,0.1,0,0.01
0.73,0.65,0.55,1.96,0.36,1.08
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.13,0.04,0,0.06,0.02,0.01
0.01,0,0.01,0.01,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0.02,0.03,0.01,0.05,0.19,0.03
0.01,0,0,0.01,0.01,0
